image_id,source_dataset,filepath,original_path,original_class,unified_class,label,group_id,specimen_id,stratum,fold
mendeley-013a5189859b,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130116.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130116.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-63f4cf4ca241,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130117.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130117.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-aa882a9cd750,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130126.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130126.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-535224003659,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130131.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130131.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-e52bfb21d91b,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130132.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130132.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-ab8e1097b26f,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130133.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130133.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-7a2b8f5b8950,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130142.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130142.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-b30cfc6fe028,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130148.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130148.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-857f82a167e5,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130211.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130211.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-392a06606fd9,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130226.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130226.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-4d25242f1b42,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130228.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130228.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-1452a4895717,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130231.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130231.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-1c13c160cfd2,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130232.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130232.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-7fb65fea25db,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130235.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130235.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-344f7410a8b7,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130245.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130245.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-72072dcde92a,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130257.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130257.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-8c27e2af5e73,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130300.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130300.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-a4098c619f10,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130301.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130301.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-cfdb85bf824c,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130302.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130302.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-5ad93c87d056,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130304.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130304.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-37b3ac33010c,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130304_01.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130304_01.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-2275286c29ca,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130318.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130318.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-754fa597a08f,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130319.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130319.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-1cb870b8ecba,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130321.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130321.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-fcb26b36f03a,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130338.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130338.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-aa913356e48b,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130339.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130339.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-4add5c5d20c1,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130352.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130352.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-c50cb588db20,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130354.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130354.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-215295765ed1,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130356.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130356.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-4f649bdfadb8,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130411.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130411.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-2d64798462a2,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130413.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130413.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-16477006afb6,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130426.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130426.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-4aaf07c747d9,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130429.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130429.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-81533d591fca,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130436.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130436.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-0d3ca38c4d5f,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130436_01.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130436_01.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-d9f2e107942a,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130446.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130446.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-ce1873a1bd36,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130447.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130447.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-a651545271b8,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130451.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130451.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-a797f64a1701,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130452.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130452.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-4d28d05912ec,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130517.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130517.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-2db3cc74eeaf,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130518.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130518.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-b234ca001d0e,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130533.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130533.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-830cde2387ec,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130535.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130535.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-c96a2b78e691,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130536.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130536.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-d5217772bd17,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130537.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130537.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-3ecdcc2bd703,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130555.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130555.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-6a36623ce75b,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130600.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130600.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-05eaea1a38e3,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130616.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130616.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-5dd28aadf297,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130618.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130618.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-41e2c74a3b05,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130634.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130634.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-852da1d6b750,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130635.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130635.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-b9d2010eb1fe,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130637.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130637.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-5b1579b45c40,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130643.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130643.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-871090120e52,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130820.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130820.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-fba38ffbff3a,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130821.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130821.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-2dd83a070cd9,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130823.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130823.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-8635bc849ba0,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130824.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130824.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-85b671eac389,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130826.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130826.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-fb487cd1a383,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130828.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130828.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-f17e03d151ab,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130830.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130830.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-e0bd7bf92b47,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130833.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130833.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-3e228fc039cf,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130845.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130845.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-6fcdfd840d93,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130846.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130846.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-041dd52ea162,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130907.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130907.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-2f24d202f751,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130907_01.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130907_01.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-be69b7da36e6,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130932.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130932.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-cbd26a0c255e,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130933.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130933.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-66196b0de1d1,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130938.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130938.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-f005ff5c9f9c,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130939.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130939.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-b0e044a5ab8c,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130941.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130941.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-1ab7ee4bcfe9,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130951.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130951.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-146c56c65ea5,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131004.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131004.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-8ffb32074512,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131012.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131012.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-d0a9e64dd358,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131014.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131014.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
mendeley-c4b9581e4d04,mendeley,data/raw/mendeley/Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131027.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213131027.jpg,Healthy Fish,Healthy Fish,7,mendeley-003f80097689,Fish_79,Healthy Fish|mendeley,2
roboflow-1f1cb6a216eb,roboflow,data/raw/roboflow/train/Healthy Fish/Healthy-Fish-118-_jpg.rf.3f7686f4d014269bd77ce3355ae3cf75.jpg,train/Healthy Fish/Healthy-Fish-118-_jpg.rf.3f7686f4d014269bd77ce3355ae3cf75.jpg,Healthy Fish,Healthy Fish,7,roboflow-1f1cb6a216eb,,Healthy Fish|roboflow,2
roboflow-4b9c90b64ebb,roboflow,data/raw/roboflow/train/Healthy Fish/Healthy-Fish-15-_jpg.rf.938fbfeb837bdc133261adc882a492e4.jpg,train/Healthy Fish/Healthy-Fish-15-_jpg.rf.938fbfeb837bdc133261adc882a492e4.jpg,Healthy Fish,Healthy Fish,7,roboflow-1f1cb6a216eb,,Healthy Fish|roboflow,2
roboflow-b8dc9ee793f6,roboflow,data/raw/roboflow/train/Healthy Fish/Healthy-Fish-150-_jpg.rf.9680aaa2e02fa31874ecf5ab480bb875.jpg,train/Healthy Fish/Healthy-Fish-150-_jpg.rf.9680aaa2e02fa31874ecf5ab480bb875.jpg,Healthy Fish,Healthy Fish,7,roboflow-b8dc9ee793f6,,Healthy Fish|roboflow,2
