synthetic_id,fold,class,label,generation_seed,generation_config,config_file,training_source,training_source_sha256,path,sha256,width,height,format,source_dataset,generator_checkpoint,generator_sha256,architecture,device,gpu_name,generated_at,index
gan-f02-0617d3fd4497,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00056.png,304e6f76fe582ad9491bcce8b8dec466fb6f0c7c12847b3956ef35a34165a142,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,56
gan-f02-787d9b272df9,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00057.png,78d2ff2e718152ea0460769e167c1e67d6633cdd07dc98a59839cb1bd1ff165c,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,57
gan-f02-2b4a40738876,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00058.png,b4693952b73cd2e826f8a75f41a96dbc2599bf27c506c30f3e22ecdc9d0cf72d,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,58
gan-f02-f8afb29058bc,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00059.png,73127797e4c49b9bd519a36ac1d64201633e10e7a3f55d7d71a4d92c5e631b41,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,59
gan-f02-81cc0196ceb5,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00060.png,f5860dc3848b5147cb82253ec392275ec12563f07075ac3c39b2e9f32c0c1c38,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,60
gan-f02-b523fa7f5968,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00061.png,e9aaf27365c329a85be97cd241155eb1da7f3090d546ab833f9187cdd35f870f,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,61
gan-f02-e4612c644247,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00062.png,6b5f75055cf90da01e1192e8352bb20eb9327f1d00b09c7c27a97f658bf355f8,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,62
gan-f02-a23a6c532c69,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00063.png,ea677557a9a28e5b79fa2d186c335f80d96576a47137921699537e48e95e41e8,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,63
gan-f02-cbd05468ea99,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00064.png,e3e41a1502e5c91b55b7065d9e1444ea0cb31409d6e83748329c5fd0a464cde3,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,64
gan-f02-a062820ab746,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00065.png,26742ef90c360da1fbed07badd0156df858e6942d6080cb02b0233913775aa72,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,65
gan-f02-d1f69bda5691,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00066.png,c595efefbe9d50d76b9f1fc6d86f06034d0060c135da5bbaa0e9d31d36f53908,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,66
gan-f02-07936290a268,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00067.png,0df0f2b535888cb4893d2d14250efa0d49cfd409c53d72ff56b1821c71d17cd2,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,67
gan-f02-ec7a56855cf8,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00068.png,8d758b5d57c603623f5b105a57624f974abb33f628fd545fa87619cf2645d719,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,68
gan-f02-5adbd61eee2f,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00069.png,e28157585036e053213d92229cd6bc4d0b0ec5f29ec5b659998691100ea67faa,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,69
gan-f02-becbbd812927,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00070.png,0e5f94bab484895deb7a2605f6dac7eebf39078ea6b3e2e8e2a85dc3d484a82d,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,70
gan-f02-4d8fd62b4557,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00071.png,4d52839733a4e27ab9b3b05f732f9a835d3d544b2a06454864ff2c424b63cbba,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,71
gan-f02-6755e899dc94,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00072.png,71559bb059fd89745b0af41fffc5cedc643f1e503fd049a6dd74ba773f961edd,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,72
gan-f02-eab22d97049e,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00073.png,ce3ca8cec1d8c3a25a3a36cc0a24c555aa8aee446d6028f3a90fe87e93907e8b,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,73
gan-f02-ead61c556b12,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00074.png,b1da279bdf8b8910db4a2d66d525630ce9655c3caf27cb8466f9852441dc5e5f,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,74
gan-f02-bd5b0a985f6b,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00075.png,217ed43afc91416774d6b768f918d6f1746d202fa1bad1fbfd21ff8abbc861a4,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,75
gan-f02-94779db73617,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00076.png,d9e0d7e7c9ee47bcf5ca19d7797aa3e59693182dc6ddcdac9836accf1e3ff673,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,76
gan-f02-aa5ef10c8a11,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00077.png,d0c1e35e45121e09685d3240808fdb21af5200daa4adaa1cbd55c050901eab7c,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,77
gan-f02-6490213f60fe,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00078.png,7572af38788b9e1aff95b3fc093bc97bb53137243d23985a983f1415466b6d28,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,78
gan-f02-c242256bd8b5,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00079.png,809aed93376cf4e164d5192d4b7a0ebf407f7be6badf9ead4af34cd75c1db817,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,79
gan-f02-1269831b7ca2,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00080.png,16bab05cd7e861a1851da55f9b8b8cde9678188cb00fc86a4daa87b8bce3dc0b,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,80
gan-f02-3b1f41e1d2ea,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00081.png,866e4a5481a1ed849fed05a49d9e082eb3dc6c61da766cc8cafb8db6d6fa0815,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,81
gan-f02-8251fbce00bc,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00082.png,ea5fc1c479b8fd39465d30ba1712780e432c8eeb8e66f8a07177ce9cd2023ffc,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,82
gan-f02-c22df4aae7bf,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00083.png,d29151f4c29472bcfd3129c581cad41dc33ee3d2fe47a826a60247f0413f2504,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,83
gan-f02-d825731a6835,2,Saprolegniasis,4,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_02_train.csv,f5ee082c3215c59a3f56b96d68c87725ea00c18bedf8095c0503f45e88d01872,data/gan/fold_02/train/Saprolegniasis/synthetic_00084.png,0d257396196dc39abf24337d3d240f1564662e94ce95ef859a650f3cca9ac7ee,64,64,PNG,gan,data/gan/fold_02/generator.pt,a3eb27dc7f2db3a9b5422baf53e6853d3a0304101f2caf391afba2c9aeb7f83d,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:21:43,84
