filepath,label,class_name,split
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_84.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_85.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_88.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_89.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_9.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_93.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_94.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_97.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_98.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_0.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_1.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_100.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_101.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_107.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_11.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_110.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_111.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_112.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_113.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_114.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_116.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_119.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_121.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_122.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_123.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_124.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_125.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_126.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_128.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_13.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_130.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_131.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_135.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_136.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_137.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_139.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_14.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_140.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_142.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_145.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_146.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_147.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_149.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_15.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_151.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_153.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_157.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_158.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_16.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_160.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_161.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_163.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_165.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_166.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_170.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_171.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_173.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_176.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_177.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_178.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_179.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_18.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_183.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_185.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_187.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_190.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_192.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_193.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_194.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_197.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_198.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_2.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_20.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_201.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_202.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_203.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_204.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_206.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_207.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_209.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_21.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_213.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_214.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_215.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_216.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_219.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_223.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_224.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_225.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_23.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_231.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_233.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_234.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_235.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_237.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_243.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_244.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_245.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_247.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_250.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_251.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_256.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_257.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_258.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_260.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_261.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_262.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_263.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_264.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_265.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_266.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_270.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_272.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_273.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_274.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_275.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_28.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_29.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_3.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_31.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_34.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_36.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_37.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_4.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_41.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_43.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_44.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_46.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_48.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_50.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_52.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_53.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_54.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_55.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_56.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_57.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_59.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_60.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_63.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_65.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_66.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_68.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_69.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_7.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_70.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_73.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_74.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_75.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_76.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_77.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_79.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_85.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_86.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_89.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_91.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_93.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_94.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_95.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_97.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_99.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_13.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_134.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_15.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_158.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_161.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_169.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_172.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_176.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_178.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_209.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_211.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_219.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_22.jpeg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_26.jpeg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_275.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_276.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_305.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_316.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_36.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_362.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_364.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_37.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_376.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_406.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_48.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_59.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_61.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_67.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_75.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_79.jpeg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_101.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_103.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_11.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_112.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_115.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_116.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_117.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_119.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_12.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_120.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_121.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_122.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_123.jpg,2,Bacterial Gill Disease,train
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_124.jpg,2,Bacterial Gill Disease,train
