filepath,source_split,source_folder,class_name,label,extension,width,height,mode,sha256,dhash,status,exact_dup_group,near_dup_group,split
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_261.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,2e9f56183ce1d9a54e6c37fd74483a1fc6d7e458d28ca6d929e3954e7821962b,1f1f1f3b373e3c38,ok,x604,g1055,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_262.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,8e85ab8102f5358a0b4dc79c7c36ca2e5efe1aa7ce2eb7667ff39287e49400c4,0f0f363e1c9c988f,ok,,g681,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_264.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,8e8191d6b1292897477a26b500dee244bf3a79f55ad2e67537da5b586a8afbda,77dc8c9e1c90a083,ok,,g1991,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_265.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,152703cbc00f40396b30f648f2e0e6a8a67302e892b0315a529cbc3cf0a15b31,bf8fc3c7f376fc3f,ok,,g2459,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_267.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,4d2a07c37119cd7179472fb377be05487c96672989f0a8e13aba06042a02076e,0f031f231383c727,ok,,g633,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_268.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,d848054a68bd255391a80dc12d52a0bae306f059138813451a8a7435e160d594,37ef9fd3cec66000,ok,x2880,g1362,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_269.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,b0ef46b992c19aab1038cfb7dacec18859e4a4ef228190d9452ae5bac68bf5a2,1e3e7e56cbbcf181,ok,,g1001,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_272.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,17c9693184c8556a6a00cdd7308a24a3b73fb5a3b30ff838db1c92155c78baf9,60404062c4c4f1f3,ok,,g1758,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_273.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,88a2af1a23bd2d5d634230b2f28887b09ae8a16cde2bd06a4cce8f7d4880318f,3e8ecffb3a1e1f33,ok,,g1493,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_274.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,1541eea31d58549267d8966bb62a8b30c1a7d8103bea07a4454e09feed849ee8,1f452c6ec3d11d09,ok,,g1075,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_275.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,2ba35851a2d475691fe69e59c8b93616645260a938a3b043ed1edc9ba3a91362,63e3e96960606023,ok,,g1824,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_276.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,92fa5efe7b55b99e3aeb7233cd9088f24c4cb29a8e0a333cef9613345a3f85c4,078707434b273533,ok,,g464,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_277.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,ca13329c21e0badfa50ccd7ef80181631708caae227b8c7a70e2b12d5312f396,19191d9c9c383838,ok,,g898,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_279.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,2e3d1318ab26b3fb793d43e4bbf3606d2d5a68867ec2baf005a0bfdc6becc6c5,70e44fc98b333f71,ok,,g1935,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_28.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,51d778f735d947120e2d1c8bcd8a304b5303b5fe5d03d2e129172ba26265dff2,e3c31e8e0f1f1c0c,ok,,g2770,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_281.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,ca155214837ddf9efbafa0633b612c4f19320ec542b74714cea753bd51eeea68,6f610302c3ff3f03,ok,,g1898,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_282.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,efd51e76734b57abc88ae51534c714238f7460c8eabc140b21cf28843361f4d8,60d8fcc65313e676,ok,,g1772,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_284.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,d5a264caa109ff53abfd097e2950e5cd0d51718fbcd5f00c2257ab3b133cb30c,0f172f3c1c0c094f,ok,,g698,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_285.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,a7d87e3cf238246de1b9df925ef72312730a4864b32023b784f92f0a1ab22ab4,0c4e676b687bc709,ok,,g556,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_286.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,7f22cf23bac1cb3e6ae76bbe7d2d275fcc6819e28539c41293b8569bbb6b92fa,1b3a7a7af0f6a08e,ok,,g929,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_287.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,fc360772aad77b611e1b0f13d1cd7df1e881267604be7e68bc727c2d089e0214,0161621c941c0c1f,ok,,g184,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_288.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,7a134cf74d8f55ef57ee9dc9827cfac6a60c98305e35bce4f41936760414f678,0f0501032425030f,ok,,g635,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_289.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,42aae5b3d510f46877ac49f9b892b16a87f8c7f4940f9eaf13d0d3033e69ebaf,3f7e7363838b0347,ok,,g1547,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_29.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,31dcdd55c7e17f2d35ff26d5b4eb7d29d0e9e7ac15f8cd8c43e0b03ef0e83eba,8f1b97a591010000,ok,,g2261,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_290.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,2e3cd05ac4ac4389dfe28656c23dc68443259adeedbdb2fdf253822830885b6d,9aab28acac2ca2c0,ok,x597,g2319,
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_291.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,eb5e3898fa71ae30b4c955e5963c77303ba33560d2d20d65404e945ee6bbc720,6303090d1a1b9d51,ok,,g1798,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_292.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,91bef99cfde2bbb969fe195d9251f4e6b7360390b2a68c82795ef24707bfa9cc,0d180c0c1e1f1719,ok,,g579,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_293.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,9f60c94d0f32a73f05781b2c68e1e3728a33b6bbfd6913260937c0903466ca7d,f0d2aa383040401f,ok,,g2868,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_294.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,62cfd449223fa694cbbfa94fb4f267847a681f60492cc1b18159942a578fd61b,01613022074f0f3f,ok,,g183,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_295.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,d848054a68bd255391a80dc12d52a0bae306f059138813451a8a7435e160d594,37ef9fd3cec66000,ok,x2880,g1362,
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_296.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,eeb7f5ae1f3b859e6b588ea0ce58691de5df063cac7eddb59d432a515fc42c6e,071f2301031f0307,ok,,g430,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_297.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,11d47dd13ade61ae3108f85a24b982b2e4d48c4c7e357f430a7652dd24f98a8a,0e0e0e8c9c8e2f07,ok,,g605,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_298.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,7b29f44695e57efab22e862f0fc39beaf7fc731af0987e5f2e1e864ff154082a,676646078fcfc783,ok,,g1855,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_299.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,93b2d3b29179d8a2e4de6eafa8647d8c6210d2a88719c5d09d3eece10757c235,081f79c5f1f27490,ok,,g486,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_30.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,7159f961ad7815664ed91852bf313fe66340034721942f5d78a6c5d753435ea9,0319b9c7c6c2c000,ok,,g261,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_300.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,6eb0e2828371d7ad0a6f20894b7e7032a316fbb37d94feec0469078b1bd9719b,39290d0505010101,ok,,g1391,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_301.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,c54bdc242743cc52c1395ae6fc6e8d0646fade3f172f85a574595843aa073e89,0f0f8f1b161e0c0d,ok,,g689,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_302.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,4146e67a4c7f7b3ba721fa3f4032331f409fa58923b0e123c9af8b1e728305ba,21213d0b0f0e3c79,ok,,g1134,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_303.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,3a3741697e0fa5b7cad97f533687d8c4e27adafc3b733342478a3c4b4ab50e96,020c1c1c3081c003,ok,,g206,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_304.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,3936610e2b6a481b40e28e5e926b16b8d48ba2b00a1ab85ad1e432a0ffd4a4d3,0018f4e6e6f83810,ok,,g73,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_306.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,218b595c4c29480987cf5d782da91fed7e6be86264fb62572f1cc9bc07d4de64,0e8e0e8c9c8e2f07,ok,,g619,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_307.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,5391cf451fea41b4f8ef2c58d719d1dc6e4f62efd527cb0aedde01fbb921fcb9,a5377e3ebf3b696d,ok,,g2387,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_308.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,1a89da1549b697095a70429a052c14132bb77e099fa55f81df0fe13ec08a0387,79788e0d8d0d0c81,ok,,g2029,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_31.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,204846001b95cb478777cf445e1f1b80d1ca4a0c95195bc5b95bc88887a7a6fd,07078303a4250706,ok,,g392,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_313.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,040a008b7b5ce3cbf71520925f3f8626cbd30d2f37d74833044d2b87f011df08,01c4ce86c776b83e,ok,,g193,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_314.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,c22f5b575832bba133f7909e40e303d527b4d845b3319f9f5e653016ebc92d45,7f7f7dfcf6b2130f,ok,,g2112,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_315.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,5b9ea3c6fa93430621c0820b8839048a90e4a1ab012ce7af77196caff5accb5e,dfcbdb131cbc9fe6,ok,,g2687,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_317.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,c1afee4f9049158735c11762c12102200cd933e61ce07505fec3b9c0bd215817,636b6f4f4f7f7f7f,ok,,g1810,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_318.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,790617406cb4bf3229a13a292e9381a8d33dd514e55eae8ec82faeb97d5a7ee4,414161652534303a,ok,x1583,g1576,
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_319.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,fad876b39a1f689c2bf67ce2d20615f7a883830e8cb5af3a99e09ac90f097208,e7c3a1e8cc665168,ok,,g2810,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_32.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,05c63846160cb9c636ff41cc8eaf5b671a8dcee426c99c3a2abd7f246f3dd58f,278b99cec3d15948,ok,,g1202,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_320.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,b8e82b609ed9b5cf8f3984bc719e8de243e908aaf1f27f811c380c13d84c14bf,1f80c0f3faf9fa3a,ok,,g1092,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_321.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,19515759b6b27f5b69066d015b5d13a30984efa781cb57ce683fdf1126c69677,1f01004969393f1f,ok,,g1011,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_322.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,09fb888ba57670c677ed910af40b8fa66209974cad688846a00d4f21fb553440,0f0f3313070b0b0f,ok,,g678,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_323.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,0f8a7f6401497cc22b41143247f6043016a064b3ceef09e6bd4599cb280f8804,3cf080f4f8f8787f,ok,,g1461,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_324.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,2766532ce1e9c87fc94117ad5e9c1c75bd820157c5861d2154b0000e51a28b34,c97b330f2f3e7f2f,ok,,g2578,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_326.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,4cab1456c64c44f376e020ddbacd9bce11e9eaa217236a4beb71ce36d1cc6891,7773626eeee6e703,ok,,g1987,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_327.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,74b12562be54773dfff3a3d4c6a5d0820d31b41921afbf74c5eee1d63182d857,0f1f2320090f0e9f,ok,,g716,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_328.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,37ffcff784c44157d21e8afd66029daeaed6cbfc0c0ab295cff1879f558a3296,f4f8d8daea690f0d,ok,,g2938,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_329.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,ed180b2505efc35a1283a499b104e26d1c3c757c050b1aad28a565de67dd5cd6,210283b3f1d5fbfd,ok,,g1130,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_33.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,b769e30fb087cf9677c078a27000990fa9ac8c91c55568d2b110f40d1cfa36a6,0f0f363e1c9c988c,ok,,g680,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_330.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,235c3aa808a1621d4911bc8a096f071ab3712aa4115badbe3c7293e8d023e5e3,37475717474f2f3f,ok,,g1358,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_331.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,579c454c6a70222936da62861e4ab4510eee5bcc87788230ae77d679555b6ac9,1f98d0f83e1d9d9b,ok,,g1094,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_332.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,fbd7d4f0d7b3402d6759f3d3f31888867113bd3e794014b0da13fbdb99e03d9f,381c0f43e1d99d39,ok,,g1365,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_333.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,6ee28d2365938910d67e9bb08ac80b6c219fcc21afce132c1406c496d3c13bff,63606040c6c5e123,ok,,g1800,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_334.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,7667bf4cf8beb7c4bec0a21c641ead441ed16afb0ecae2b977e2b70ab249c760,61e1e96963614163,ok,,g1791,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_336.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,ebb204633ef255acb8f058bdbb907e7b0d895564e1e0dddf3140743553c7d9fc,3070fcdcb9f57d38,ok,,g1267,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_337.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,cd7779cc21e77e3712d3396d9125d838291465ccb90ada4c801c4d2e987eafa8,07e5446e6663611f,ok,,g478,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_338.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,3deced716590bf3391fda88ebd1534ae64ebdfec9d7b6a736678598cb0eb51f5,01010011192b261f,ok,,g143,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_34.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,73fdfa50b5c7eb4df53a76afee3ce2371080432c57855a31de4dddf66e02ef9a,373d2d391a7ae666,ok,,g1355,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_342.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,f0f0f5a2b71a0b09ec295ce1a0783174e286235eb65ffca580d570069c56e8c4,6370ded2e0614101,ok,,g1812,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_343.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,9bf46b244cd4c8796021eb3d3109472981be2d0d8d2dc7a39b7895bc7f8cc9b1,36362c2c3830c400,ok,,g1343,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_344.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,4b8784b545d670b55f6db71577c0fb95408d40162324c4be0428e610b35f5141,13400e0f6c618501,ok,,g833,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_345.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,bb6be2ff5e265af48d74b358e9ef6d5ed65a0ba04919743268ecf6154864fc0b,3b1890c1c1818103,ok,,g1420,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_35.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,e04891c6e3f407de8df58b2eea80ccf01517abbb25b78d7ee1753f9dac89d398,f0fc1725470fc7f4,ok,,g2895,test
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_36.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,b559415bb1acd2fecd8e42f6612f3f9e2160983eb5954bb0a82fe4cc3c0e0329,1f00ace4f43c0901,ok,,g1010,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_37.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,d801a2c266a305f5af9261fd300b09118b9ded87532ff3cbdb17cb0b93fb3a62,1ffff6c203370d4d,ok,,g1109,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_38.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,b25a056404ef65ef8c97c9ea24b4e182c8604f99a983a32b8201bf53c176d843,0f2f1383c7c6660e,ok,,g728,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_39.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,f1a7245090c483307839a77af8e94de9d97052221f862023f2b340ed4da2a6c0,e6e6646eeee7e300,ok,,g2805,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_4.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,67276efbdb878298e9211d614fa2536899e2a4de80f514ab446c97ae712a9d9f,1b3afaf2f8f6b783,ok,,g930,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_40.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,21ce2357e234b2982a2c8aaca164f5f8c93b17c7efda76fafced9ddc53766a54,7968e0a2e641c101,ok,,g2025,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_41.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,656927b9030ac02cc68fdc14a10b2606cf7d34f4659bccb4624b22880fa7a6c2,1f60c09899e1e101,ok,,g1085,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_42.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,49dc9b38587f13a3a68b2171bb3134a029b3dcf7416fe7280735a2b124c3ab7f,f0d80d6c2e330360,ok,,g2869,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_43.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,89f3481833a0c542bd730873c8313f21faafd3d378ec563f45e33bf899098216,2830302020808000,ok,,g1204,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_44.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,cf4e34ecf3b40633bf224473775d935a43d3a1d6e3bd772f03a128cf751ba2d6,007efc30a060a0a3,ok,,g110,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_47.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,7b2ebc33e254964adc87305316901e98cba5db70996b217ad69e4731e6f2477c,0000c0c09a9a8300,ok,,g39,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_48.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,128,128,RGB,722893e596550771878f71d8323af41d3204e18eae87396436a2c6fd696884a6,7f7f774b26078b1b,ok,,g2110,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_49.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,f8521c37818b52e436c4a53974fc0cfb72311cffabf7fffdade1223a78659ed4,3f2f97d3cec64101,ok,,g1509,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_5.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,3d2aa3c3b878712cf99d20ae1996e3a6044982a1a183e12bb63c2ab814130758,4f1f3f1a51010101,ok,,g1674,val
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_50.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,d2d3642fa09017abdd02f76d7d67e7bb593b4659b1702f0671428e8ca67bb66d,1f071c3871e16103,ok,,g1022,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_51.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,585fb923b32b4af15fb5783f9662727c0bc6bcd124eb721b0074d3a88f77997c,071d19303060701f,ok,,g425,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_52.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,224,224,RGB,f86cafae94d712870b22f0795b7e0e254d4834e06db064789d7946f57b45de5c,0de1e1b03c3d1d1f,ok,,g598,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_53.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,54289e79237ecf698e9d9e01989e4ee8258f14bd78ee7354349a956f1373ac83,8fa7cfcf87071767,ok,,g2269,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_54.jpg,train_split,Bacterial Red disease,Bacterial Red Disease,0,.jpg,640,640,RGB,66add07fece93f73525e23a79ef38ebec04aa384a5c98b39cba84b69316a174b,db8b8a8acce8f0c0,ok,x1341,g2667,
