image_id,source_dataset,filepath,original_path,original_filename,original_class,original_split,unified_class,mapping_status,species,specimen_id,width,height,extension,sha256,dhash,exact_dup_group,near_dup_group,group_id,group_size,included,exclusion_reason,representative_image_id
current_freshwater-dda5584d861f,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_233.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_233.jpg,Bacterial Red disease_aug_233.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,b000e01d25793c3b46b4e5cee9dbac88ee4c006567e1699ef055b2e3cad126c2,9bbbc3ef0f87c1e0,,g4514,current_freshwater-dda5584d861f,1,True,,
current_freshwater-a6c9861d3c10,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_235.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_235.jpg,Bacterial Red disease_aug_235.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,d1e3962ce9c90d6b643cdc350295ed1f9b6fcee29b43d4f062dbc8c4cd8c5554,20e0e46626e6e672,,g1963,current_freshwater-8f75e3048bbe,2,True,,
current_freshwater-662b93d0c3b2,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_237.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_237.jpg,Bacterial Red disease_aug_237.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,8aed04029c2d65a3ca13a9e3b9bcf70f5eb741824d7306727e69518cfc75cbea,7d588e2d8d0d0d01,,g3967,current_freshwater-662b93d0c3b2,1,True,,
current_freshwater-3b9f9ac35bd2,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_238.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_238.jpg,Bacterial Red disease_aug_238.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,6a4723f1c3ec1cfbcf34af9744ae458419c16ab51e3d5903667e6fe4ec92f307,1c8e0e0c9e8e8717,,g1688,current_freshwater-3b9f9ac35bd2,2,True,,
current_freshwater-9abe77c6987d,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_24.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_24.jpg,Bacterial Red disease_aug_24.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,d82c8544d49ff15b3de733cf43a75a3109b829d8c159d48ae4798bb2cfc9c9f8,0306032777313130,,g425,current_freshwater-9abe77c6987d,1,True,,
current_freshwater-d873c74bf8ed,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_240.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_240.jpg,Bacterial Red disease_aug_240.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,67a1a057523382826e4becfb3465bf122696f815f8d983dd5d73769d5f65fbbb,0d0d8c8dccdcccec,,g973,current_freshwater-d873c74bf8ed,1,True,,
current_freshwater-796234e4aec1,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_241.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_241.jpg,Bacterial Red disease_aug_241.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,3395148caad714e430f0146048f62d7565730be3fafc025820fef161c01a07d4,23b0d0d9c9c8cce9,,g2041,current_freshwater-796234e4aec1,1,True,,
current_freshwater-c1b4aa20d9cb,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_242.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_242.jpg,Bacterial Red disease_aug_242.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,fb1dc0f82cb26a7af3e5088b1c8335ab53772829965e57429546d59054a87cb6,014040e09031f70f,,g340,current_freshwater-c1b4aa20d9cb,1,True,,
current_freshwater-cc7cfa585a53,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_243.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_243.jpg,Bacterial Red disease_aug_243.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,1cfaa25e442cdf7f311c3486058f8890e182c9b241ab15148e997b908a4a42af,d5c1c7e3f07c3e1d,,g5324,current_freshwater-cc7cfa585a53,1,True,,
current_freshwater-2f1ac2c388a0,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_244.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_244.jpg,Bacterial Red disease_aug_244.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,b5fa48d497b82674ec9287ef2c862f9770713c678b1dbb43fbb04e87d5298760,21808d1f3c6040cb,,g2000,current_freshwater-2f1ac2c388a0,1,True,,
current_freshwater-f36fb1a9e1f9,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_245.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_245.jpg,Bacterial Red disease_aug_245.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,a2f6c0446c836431ff20f2a6f6772294892b89640203c89562fbb42f329fb7fd,6120602849c0c0c0,,g3307,current_freshwater-f36fb1a9e1f9,1,True,,
current_freshwater-00013f40a2bf,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_246.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_246.jpg,Bacterial Red disease_aug_246.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,224,224,.jpg,131a9f4d7c064910ca2e1527b6e14f32fd3396b63cf55a408f0648e035a06240,39393707876f793e,,g2590,current_freshwater-00013f40a2bf,1,True,,
current_freshwater-e970c598d7bb,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_247.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_247.jpg,Bacterial Red disease_aug_247.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,8699d18a7630a36379636e4807de42e2ae30c9621169ec57b6ac81cc390be76b,0706074301e1710f,,g654,current_freshwater-e970c598d7bb,1,True,,
current_freshwater-43e728e8283f,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_248.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_248.jpg,Bacterial Red disease_aug_248.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,044656bb7184b9fee1b9ca38b08808ea8a2411bcc9cb211b0a494fd24cbf842a,7461616d63c14141,,g3767,current_freshwater-43e728e8283f,1,True,,
current_freshwater-2da65d7de07a,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_249.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_249.jpg,Bacterial Red disease_aug_249.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,e498ed5d6c83aa0d9024796e3a62c027af48c7c9bfdb82006b325c457d4909d7,1f1f3e3fda5b0f01,,g1847,current_freshwater-2da65d7de07a,1,True,,
current_freshwater-c4bbd2d7f6d6,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_25.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_25.jpg,Bacterial Red disease_aug_25.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,224,224,.jpg,c61571821d9b9732e6730094a4bce90e51cd515ec3db9eff872b60991cc86d58,79d8787af0f1f507,,g3879,current_freshwater-c4bbd2d7f6d6,1,True,,
current_freshwater-64a0677f4289,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_250.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_250.jpg,Bacterial Red disease_aug_250.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,d943cd6b112de7581cf3ca0942984fad82f7d11f241dffc04412ee2f7bb32f12,e8c09090603080e0,,g5822,current_freshwater-30441d4ae4f5,2,True,,
current_freshwater-c491765d6023,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_251.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_251.jpg,Bacterial Red disease_aug_251.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,9716e38994ab96192f93cfb0dbb750a4003b2bdfae1f952f99b37be459a8ef51,0d3fbad0c8181f1f,,g1000,current_freshwater-c491765d6023,1,True,,
current_freshwater-69471f1c30f5,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_252.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_252.jpg,Bacterial Red disease_aug_252.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,50ca93647533fa7cf49c2ce85705e17797aea4af323c6becf5060a5eb055bf0c,44060f83e1001bff,,g2921,current_freshwater-07b12d8e8948,2,True,,
current_freshwater-c8de10dd0e5a,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_254.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_254.jpg,Bacterial Red disease_aug_254.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,33a4511430c4062a43b136023c08d83d48195c9e956cbdc1be23ffc2f701f2fd,19b99fcca43d1d7b,,g1601,current_freshwater-c8de10dd0e5a,1,True,,
current_freshwater-38bd532f6828,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_255.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_255.jpg,Bacterial Red disease_aug_255.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,5002e18a916811ae86214863cbe0163042baacdf1e816dcf548cc368ef14c462,5d778783333e3c3d,,g3209,current_freshwater-38bd532f6828,1,True,,
current_freshwater-00f1e1382549,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_256.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_256.jpg,Bacterial Red disease_aug_256.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,efd0c76ee32917897d515d572cbb8989ce01a0752f96d44d8e7dc5966446443d,0f0f363e1c9c988c,,g1147,current_freshwater-00f1e1382549,4,True,,
current_freshwater-8b50c7d07a17,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_257.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_257.jpg,Bacterial Red disease_aug_257.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,c167ff66b6bc262a588369639fde01f5ea35db0f9003e4c9b9c052d4b179589d,41c8cc4c4ce4e133,,g2876,current_freshwater-8b50c7d07a17,1,True,,
current_freshwater-97f78bcf7d64,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_258.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_258.jpg,Bacterial Red disease_aug_258.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,5fa4f92f1e04f37cf0413729df984a062830698f41004c9b93e915e9e00c6f45,000f0c191b87c337,x2707,g91,current_freshwater-12651be163fb,3,False,EXACT_DUPLICATE,current_freshwater-33f36c18e896
current_freshwater-c43f5e5f5166,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_26.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_26.jpg,Bacterial Red disease_aug_26.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,a3d283820a64a8e4414333d98bcda39ac75643c1e3973ef4227bfc88d40caaa8,1f9e5b7c1e1c7860,,g1900,current_freshwater-c43f5e5f5166,1,True,,
current_freshwater-97fdad2dc333,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_261.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_261.jpg,Bacterial Red disease_aug_261.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,2e9f56183ce1d9a54e6c37fd74483a1fc6d7e458d28ca6d929e3954e7821962b,1f1f1f3b373e3c38,x1290,g1845,current_freshwater-18afafb9af1d,2,True,,
current_freshwater-18a9c130cd87,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_262.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_262.jpg,Bacterial Red disease_aug_262.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,8e85ab8102f5358a0b4dc79c7c36ca2e5efe1aa7ce2eb7667ff39287e49400c4,0f0f363e1c9c988f,,g1148,current_freshwater-18a9c130cd87,1,True,,
current_freshwater-9c7d574a4b84,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_264.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_264.jpg,Bacterial Red disease_aug_264.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,8e8191d6b1292897477a26b500dee244bf3a79f55ad2e67537da5b586a8afbda,77dc8c9e1c90a083,,g3807,current_freshwater-9c7d574a4b84,1,True,,
current_freshwater-c2c10b88ca70,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_265.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_265.jpg,Bacterial Red disease_aug_265.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,152703cbc00f40396b30f648f2e0e6a8a67302e892b0315a529cbc3cf0a15b31,bf8fc3c7f376fc3f,,g4898,current_freshwater-c2c10b88ca70,1,True,,
current_freshwater-e451ec040738,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_267.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_267.jpg,Bacterial Red disease_aug_267.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,4d2a07c37119cd7179472fb377be05487c96672989f0a8e13aba06042a02076e,0f031f231383c727,,g1091,current_freshwater-e451ec040738,1,True,,
current_freshwater-63e088f8d1c8,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_268.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_268.jpg,Bacterial Red disease_aug_268.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,d848054a68bd255391a80dc12d52a0bae306f059138813451a8a7435e160d594,37ef9fd3cec66000,x6125,g2516,current_freshwater-3063d9e66e67,2,True,,
current_freshwater-0a82247f441a,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_269.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_269.jpg,Bacterial Red disease_aug_269.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,b0ef46b992c19aab1038cfb7dacec18859e4a4ef228190d9452ae5bac68bf5a2,1e3e7e56cbbcf181,,g1760,current_freshwater-0a82247f441a,1,True,,
current_freshwater-13e47fabea9d,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_272.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_272.jpg,Bacterial Red disease_aug_272.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,17c9693184c8556a6a00cdd7308a24a3b73fb5a3b30ff838db1c92155c78baf9,60404062c4c4f1f3,,g3255,current_freshwater-13e47fabea9d,1,True,,
current_freshwater-9eef33955b57,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_273.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_273.jpg,Bacterial Red disease_aug_273.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,88a2af1a23bd2d5d634230b2f28887b09ae8a16cde2bd06a4cce8f7d4880318f,3e8ecffb3a1e1f33,,g2745,current_freshwater-8fccf29d7744,2,True,,
current_freshwater-0589ccecf1bf,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_274.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_274.jpg,Bacterial Red disease_aug_274.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,1541eea31d58549267d8966bb62a8b30c1a7d8103bea07a4454e09feed849ee8,1f452c6ec3d11d09,,g1867,current_freshwater-0589ccecf1bf,1,True,,
current_freshwater-a28afaaf1108,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_275.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_275.jpg,Bacterial Red disease_aug_275.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,2ba35851a2d475691fe69e59c8b93616645260a938a3b043ed1edc9ba3a91362,63e3e96960606023,,g3383,current_freshwater-a28afaaf1108,1,True,,
current_freshwater-5b9d1ef3affd,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_276.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_276.jpg,Bacterial Red disease_aug_276.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,92fa5efe7b55b99e3aeb7233cd9088f24c4cb29a8e0a333cef9613345a3f85c4,078707434b273533,,g773,current_freshwater-5b9d1ef3affd,1,True,,
current_freshwater-321834e09499,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_277.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_277.jpg,Bacterial Red disease_aug_277.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,ca13329c21e0badfa50ccd7ef80181631708caae227b8c7a70e2b12d5312f396,19191d9c9c383838,,g1574,current_freshwater-321834e09499,2,True,,
current_freshwater-2f77682f5c7c,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_279.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_279.jpg,Bacterial Red disease_aug_279.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,224,224,.jpg,2e3d1318ab26b3fb793d43e4bbf3606d2d5a68867ec2baf005a0bfdc6becc6c5,70e44fc98b333f71,,g3652,current_freshwater-2f77682f5c7c,1,True,,
current_freshwater-f880710c93ec,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_28.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_28.jpg,Bacterial Red disease_aug_28.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,51d778f735d947120e2d1c8bcd8a304b5303b5fe5d03d2e129172ba26265dff2,e3c31e8e0f1f1c0c,,g5681,current_freshwater-39a0665eeb3f,2,True,,
current_freshwater-5e02df765a59,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_281.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_281.jpg,Bacterial Red disease_aug_281.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,ca155214837ddf9efbafa0633b612c4f19320ec542b74714cea753bd51eeea68,6f610302c3ff3f03,,g3578,current_freshwater-5e02df765a59,1,True,,
current_freshwater-d8034a0f1ceb,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_282.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_282.jpg,Bacterial Red disease_aug_282.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,efd51e76734b57abc88ae51534c714238f7460c8eabc140b21cf28843361f4d8,60d8fcc65313e676,,g3275,current_freshwater-1465d07ad8e2,2,True,,
current_freshwater-6393a44a20c3,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_284.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_284.jpg,Bacterial Red disease_aug_284.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,d5a264caa109ff53abfd097e2950e5cd0d51718fbcd5f00c2257ab3b133cb30c,0f172f3c1c0c094f,,g1169,current_freshwater-6393a44a20c3,1,True,,
current_freshwater-2aeb3e3a85ff,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_285.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_285.jpg,Bacterial Red disease_aug_285.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,a7d87e3cf238246de1b9df925ef72312730a4864b32023b784f92f0a1ab22ab4,0c4e676b687bc709,,g948,current_freshwater-2aeb3e3a85ff,1,True,,
current_freshwater-811a0dd9b6aa,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_286.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_286.jpg,Bacterial Red disease_aug_286.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,224,224,.jpg,7f22cf23bac1cb3e6ae76bbe7d2d275fcc6819e28539c41293b8569bbb6b92fa,1b3a7a7af0f6a08e,,g1641,current_freshwater-811a0dd9b6aa,1,True,,
current_freshwater-ffd3b4989dce,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_287.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_287.jpg,Bacterial Red disease_aug_287.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,fc360772aad77b611e1b0f13d1cd7df1e881267604be7e68bc727c2d089e0214,0161621c941c0c1f,,g342,current_freshwater-ffd3b4989dce,1,True,,
current_freshwater-c7a28395da90,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_288.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_288.jpg,Bacterial Red disease_aug_288.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,7a134cf74d8f55ef57ee9dc9827cfac6a60c98305e35bce4f41936760414f678,0f0501032425030f,,g1093,current_freshwater-c7a28395da90,1,True,,
current_freshwater-684d0660304e,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_289.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_289.jpg,Bacterial Red disease_aug_289.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,42aae5b3d510f46877ac49f9b892b16a87f8c7f4940f9eaf13d0d3033e69ebaf,3f7e7363838b0347,,g2818,current_freshwater-684d0660304e,1,True,,
current_freshwater-acabbe130b34,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_29.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_29.jpg,Bacterial Red disease_aug_29.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,31dcdd55c7e17f2d35ff26d5b4eb7d29d0e9e7ac15f8cd8c43e0b03ef0e83eba,8f1b97a591010000,,g4332,current_freshwater-acabbe130b34,2,True,,
current_freshwater-561008e79adc,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_290.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_290.jpg,Bacterial Red disease_aug_290.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,2e3cd05ac4ac4389dfe28656c23dc68443259adeedbdb2fdf253822830885b6d,9aab28acac2ca2c0,x1282,g4491,current_freshwater-561008e79adc,3,False,EXACT_DUPLICATE,current_freshwater-8e85bd86479c
current_freshwater-0404855af326,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_291.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_291.jpg,Bacterial Red disease_aug_291.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,eb5e3898fa71ae30b4c955e5963c77303ba33560d2d20d65404e945ee6bbc720,6303090d1a1b9d51,,g3339,current_freshwater-0404855af326,1,True,,
current_freshwater-d8eadb75d627,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_292.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_292.jpg,Bacterial Red disease_aug_292.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,91bef99cfde2bbb969fe195d9251f4e6b7360390b2a68c82795ef24707bfa9cc,0d180c0c1e1f1719,,g980,current_freshwater-d8eadb75d627,1,True,,
current_freshwater-4c8a892310fd,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_293.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_293.jpg,Bacterial Red disease_aug_293.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,9f60c94d0f32a73f05781b2c68e1e3728a33b6bbfd6913260937c0903466ca7d,f0d2aa383040401f,,g5955,current_freshwater-4c8a892310fd,1,True,,
current_freshwater-ce521fa68862,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_294.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_294.jpg,Bacterial Red disease_aug_294.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,128,128,.jpg,62cfd449223fa694cbbfa94fb4f267847a681f60492cc1b18159942a578fd61b,01613022074f0f3f,,g341,current_freshwater-ce521fa68862,1,True,,
current_freshwater-3063d9e66e67,current_freshwater,data/raw/current_freshwater/train_split/Bacterial Red disease/Bacterial Red disease_aug_295.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_295.jpg,Bacterial Red disease_aug_295.jpg,Bacterial Red disease,train_split,Bacterial Red Disease,EXACT_MATCH,,,640,640,.jpg,d848054a68bd255391a80dc12d52a0bae306f059138813451a8a7435e160d594,37ef9fd3cec66000,x6125,g2516,current_freshwater-3063d9e66e67,2,False,EXACT_DUPLICATE,current_freshwater-63e088f8d1c8
